EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,OverTime,DistanceFromHome,StandardHours,EmployeeCount,Over18,DateOfJoining,Attrition
EMP1542,36,Female,Married,Human Resources,HR Executive,Marketing,3,Non-Travel,16737,91,1342,14202,13,2,3,1,3,3,1,4,2,15,8,3,11,36,2,0,Yes,3,80,1,Y,15-11-2008,No
EMP1543,51,Male,Divorced,Human Resources,HR Manager,Medical,1,Travel_Rarely,146042,87,1487,4972,12,2,2,1,4,3,2,3,1,12,12,14,9,3,6,8,No,13,80,1,Y,15-04-2011,No
EMP1544,58,Male,Divorced,Operations,Operations Manager,Medical,1,Non-Travel,100474,86,1462,19898,18,0,1,4,4,1,1,2,2,24,9,4,5,33,2,3,Yes,13,80,1,Y,26-01-1999,Yes
EMP1545,58,Female,Single,Research & Development,R&D Manager,Human Resources,4,Travel_Rarely,93218,141,1092,13312,24,1,3,1,1,3,3,4,2,3,13,11,11,31,5,8,No,24,80,1,Y,26-10-2020,No
EMP1546,58,Female,Single,Operations,Supply Chain Manager,Human Resources,2,Travel_Rarely,143692,30,454,22354,18,0,3,1,3,1,2,1,4,10,2,8,0,20,3,6,No,3,80,1,Y,20-09-2013,No
EMP1547,56,Male,Married,Research & Development,R&D Manager,Life Sciences,4,Non-Travel,143411,131,884,23103,22,1,2,3,2,1,1,3,4,31,2,3,6,23,3,6,No,10,80,1,Y,21-12-1992,No
EMP1548,44,Female,Single,Operations,Supply Chain Manager,Technical Degree,5,Non-Travel,15294,102,256,15627,15,3,1,1,4,3,3,4,3,6,15,5,11,8,4,1,Yes,4,80,1,Y,12-05-2017,No
EMP1549,27,Male,Divorced,Marketing,Marketing Executive,Marketing,2,Travel_Rarely,39596,89,1149,3345,24,0,1,1,2,4,2,1,2,10,8,3,6,23,0,1,No,14,80,1,Y,19-06-2013,No
EMP1550,25,Female,Divorced,IT,Software Engineer,Human Resources,5,Travel_Rarely,113185,98,1290,20301,15,0,5,1,2,1,2,1,3,27,13,0,8,24,0,4,Yes,29,80,1,Y,15-04-1996,No
EMP1551,39,Female,Single,Human Resources,HR Manager,Medical,3,Non-Travel,26434,88,1269,9641,21,3,1,1,2,4,2,1,4,22,15,14,14,35,0,9,Yes,23,80,1,Y,08-11-2001,No
EMP1552,30,Male,Single,Operations,Logistics Executive,Life Sciences,2,Travel_Rarely,73382,75,805,17099,14,3,3,4,1,4,2,1,1,22,8,1,11,7,1,0,No,17,80,1,Y,04-01-2002,No
EMP1553,50,Female,Single,Marketing,Marketing Manager,Marketing,4,Travel_Rarely,53098,135,568,15385,11,3,5,4,2,1,4,3,4,27,4,5,12,28,2,6,Yes,1,80,1,Y,01-08-1996,Yes
EMP1554,34,Female,Married,Research & Development,Data Analyst,Other,4,Travel_Frequently,19655,63,431,10644,11,3,1,4,1,4,3,1,4,25,12,7,3,24,4,6,No,25,80,1,Y,16-12-1998,Yes
EMP1555,38,Male,Married,Research & Development,Research Scientist,Medical,2,Travel_Frequently,98029,130,1107,3611,23,3,2,1,1,1,4,3,4,24,14,8,9,34,3,7,No,15,80,1,Y,21-01-1999,Yes
EMP1556,53,Male,Divorced,Human Resources,HR Director,Medical,4,Travel_Frequently,61228,126,1246,20462,16,2,3,4,3,3,3,1,1,28,3,3,2,37,0,6,No,28,80,1,Y,10-03-1995,No
EMP1557,43,Female,Married,Finance,Finance Manager,Other,2,Travel_Frequently,18771,54,773,12773,14,2,4,2,4,3,3,1,4,18,13,5,4,27,3,7,No,22,80,1,Y,22-11-2005,Yes
EMP1558,25,Male,Married,Operations,Operations Analyst,Technical Degree,1,Travel_Frequently,89099,71,1490,20448,14,3,2,2,2,3,3,3,2,32,6,2,3,18,2,2,Yes,21,80,1,Y,23-07-1991,No
EMP1559,26,Female,Married,Sales,Sales Executive,Technical Degree,4,Travel_Rarely,135811,58,1040,25763,13,3,2,2,3,3,1,2,2,13,3,11,14,31,5,2,Yes,2,80,1,Y,10-05-2010,No
EMP1560,58,Female,Married,Research & Development,Data Analyst,Human Resources,2,Travel_Rarely,77257,54,317,7779,24,3,1,3,3,3,3,4,4,13,16,8,6,36,5,7,No,18,80,1,Y,12-12-2010,No
EMP1561,34,Male,Divorced,IT,IT Manager,Human Resources,2,Travel_Frequently,32558,83,1278,11450,19,3,5,1,3,4,2,4,3,34,8,7,2,27,4,8,No,7,80,1,Y,18-11-1989,No
EMP1562,55,Male,Single,IT,Data Engineer,Medical,4,Non-Travel,73436,102,1376,9150,13,1,5,3,3,4,4,3,3,29,3,11,15,34,0,9,Yes,22,80,1,Y,17-04-1994,No
EMP1563,43,Male,Divorced,Research & Development,Lab Technician,Medical,1,Travel_Frequently,122779,96,1462,18737,18,1,3,4,3,4,2,1,1,27,2,14,14,7,0,3,Yes,28,80,1,Y,05-02-1996,Yes
EMP1564,44,Male,Married,Finance,Accountant,Human Resources,4,Non-Travel,139891,44,1488,14592,12,3,1,1,2,2,2,3,1,16,8,0,2,22,5,7,Yes,13,80,1,Y,30-07-2007,No
EMP1565,24,Male,Single,Finance,Finance Analyst,Other,2,Travel_Rarely,47376,33,467,24102,14,3,5,2,3,2,4,1,2,2,7,12,13,39,4,0,Yes,24,80,1,Y,21-12-2021,No
EMP1566,55,Male,Single,Marketing,Content Writer,Human Resources,1,Non-Travel,92924,138,312,15861,11,0,4,1,4,1,2,3,2,15,6,1,0,22,3,1,No,3,80,1,Y,15-03-2008,No
EMP1567,53,Female,Single,IT,Software Engineer,Medical,5,Travel_Rarely,44332,67,365,22020,21,3,1,3,1,2,1,4,4,29,6,9,6,31,2,9,Yes,3,80,1,Y,02-08-1994,No
EMP1568,42,Female,Divorced,Marketing,Marketing Executive,Marketing,3,Non-Travel,146001,49,867,11755,15,3,1,4,1,3,2,3,3,28,3,13,1,9,5,9,Yes,13,80,1,Y,15-02-1995,No
EMP1569,42,Male,Single,IT,Data Engineer,Medical,4,Travel_Rarely,61737,142,1231,24428,12,2,5,4,4,3,2,4,2,14,11,8,9,16,5,9,No,21,80,1,Y,19-09-2009,No
EMP1570,32,Female,Divorced,Operations,Logistics Executive,Marketing,2,Travel_Rarely,145912,52,913,2711,21,1,2,3,2,3,4,4,3,24,5,9,15,34,2,8,No,26,80,1,Y,27-07-1999,Yes
EMP1571,25,Female,Divorced,Operations,Operations Analyst,Marketing,1,Travel_Frequently,104031,66,1440,15706,23,3,1,1,1,1,2,4,1,22,11,2,11,34,2,1,Yes,4,80,1,Y,26-09-2001,No
EMP1572,22,Female,Married,Sales,Account Manager,Medical,1,Travel_Rarely,35991,91,630,12924,11,1,2,3,4,1,4,3,1,24,3,13,5,2,5,1,No,16,80,1,Y,01-10-1999,No
EMP1573,49,Female,Married,Operations,Operations Manager,Life Sciences,5,Travel_Frequently,42472,140,1092,15073,11,1,3,4,4,1,3,2,4,6,1,2,16,35,3,7,Yes,28,80,1,Y,09-08-2017,No
EMP1574,45,Male,Single,Sales,Sales Executive,Human Resources,4,Travel_Frequently,74946,37,1273,17921,12,0,3,2,3,1,3,3,4,21,14,9,7,28,3,4,No,8,80,1,Y,18-08-2002,No
EMP1575,56,Female,Single,Operations,Logistics Executive,Technical Degree,1,Travel_Frequently,16541,66,306,22656,15,1,5,4,1,4,1,3,2,16,5,8,8,26,0,4,Yes,22,80,1,Y,08-04-2007,No
EMP1576,34,Female,Married,Human Resources,Recruiter,Medical,5,Non-Travel,144237,149,1232,19813,22,1,3,4,3,1,4,2,3,17,17,13,1,30,3,5,No,8,80,1,Y,26-07-2006,No
EMP1577,55,Male,Divorced,Operations,Operations Analyst,Marketing,2,Non-Travel,17765,74,944,8444,19,3,5,1,2,1,4,2,2,9,4,2,6,33,1,7,Yes,16,80,1,Y,23-05-2014,No
EMP1578,32,Male,Divorced,Marketing,Marketing Manager,Medical,5,Travel_Rarely,58074,126,899,12684,16,2,5,2,1,2,4,4,2,9,3,14,10,11,4,7,No,23,80,1,Y,25-01-2014,No
EMP1579,57,Male,Married,Research & Development,Lab Technician,Human Resources,4,Travel_Frequently,117795,62,522,5420,22,3,2,4,1,4,1,1,3,6,10,9,12,36,3,8,Yes,2,80,1,Y,03-11-2017,No
EMP1580,38,Male,Divorced,Marketing,Marketing Executive,Other,5,Travel_Frequently,116387,36,508,4068,14,3,2,2,4,3,1,1,2,26,10,11,9,24,2,9,No,9,80,1,Y,21-08-1997,No
EMP1581,56,Female,Married,Research & Development,Data Analyst,Marketing,1,Travel_Rarely,146841,51,1049,9159,13,2,3,3,1,2,2,4,4,32,8,10,14,1,3,2,No,27,80,1,Y,25-10-1991,No
EMP1582,39,Male,Married,Finance,Accountant,Technical Degree,1,Travel_Frequently,17972,34,821,6806,18,2,2,1,2,1,4,3,3,0,2,4,6,29,0,8,No,13,80,1,Y,13-10-2023,No
EMP1583,43,Female,Single,Marketing,Content Writer,Technical Degree,3,Travel_Rarely,118903,139,1194,8844,13,0,1,2,2,3,1,1,3,33,10,5,5,8,6,2,No,22,80,1,Y,22-08-1990,Yes
EMP1584,45,Female,Single,Finance,CFO,Technical Degree,5,Travel_Frequently,118579,44,344,13683,11,2,4,2,1,3,3,3,2,3,1,2,11,22,4,0,No,27,80,1,Y,04-11-2020,Yes
EMP1585,40,Male,Married,Sales,Sales Manager,Other,2,Non-Travel,54339,50,939,26727,14,3,1,1,4,3,3,2,3,16,8,13,2,8,4,4,Yes,27,80,1,Y,29-12-2007,No
EMP1586,58,Male,Single,Sales,Sales Director,Life Sciences,4,Travel_Rarely,118376,118,1020,21615,21,2,1,3,2,2,4,2,4,3,9,9,15,19,2,6,No,22,80,1,Y,18-02-2020,No
EMP1587,42,Male,Married,Human Resources,Recruiter,Marketing,3,Travel_Rarely,57399,46,611,4906,23,2,5,2,3,4,3,4,4,25,10,7,8,0,4,2,No,12,80,1,Y,27-03-1998,No
EMP1588,29,Male,Divorced,Operations,Supply Chain Manager,Other,5,Non-Travel,59013,85,313,21935,15,2,4,1,2,4,2,3,1,3,2,1,9,38,1,8,Yes,2,80,1,Y,13-04-2020,No
EMP1589,49,Male,Divorced,Marketing,Brand Manager,Marketing,2,Travel_Rarely,42909,79,774,22575,15,1,5,4,1,3,2,4,1,0,16,5,12,22,4,0,Yes,9,80,1,Y,10-11-2023,No
EMP1590,26,Male,Divorced,Finance,CFO,Other,3,Non-Travel,147385,36,598,21807,15,0,2,1,3,1,4,1,1,6,10,1,7,17,5,5,No,1,80,1,Y,19-09-2017,No
EMP1591,38,Female,Divorced,Research & Development,Lab Technician,Other,1,Travel_Frequently,18285,147,1498,22441,18,1,2,4,1,4,1,1,1,29,16,8,5,31,2,5,No,6,80,1,Y,06-04-1994,No
EMP1592,58,Female,Married,Sales,Sales Manager,Life Sciences,4,Non-Travel,138637,79,323,23578,18,1,4,2,1,4,1,1,2,8,3,5,2,8,4,7,No,24,80,1,Y,08-07-2015,No
EMP1593,57,Female,Divorced,Operations,Logistics Executive,Marketing,5,Non-Travel,50863,89,285,13117,22,0,3,2,1,1,1,3,1,34,1,8,11,10,3,2,Yes,2,80,1,Y,03-04-1989,No
EMP1594,40,Female,Divorced,Sales,Sales Director,Other,2,Travel_Rarely,146627,112,246,5665,23,1,2,2,4,2,1,4,1,7,13,13,8,0,0,4,No,3,80,1,Y,23-07-2016,No
EMP1595,48,Male,Divorced,Research & Development,R&D Manager,Life Sciences,1,Travel_Frequently,36323,145,1143,23119,14,2,1,3,4,2,4,4,1,23,14,3,8,10,5,9,Yes,26,80,1,Y,21-08-2000,No
EMP1596,55,Male,Divorced,Operations,Operations Analyst,Medical,3,Non-Travel,85968,36,1424,13622,19,0,4,3,2,1,2,1,1,18,2,11,10,32,5,4,Yes,15,80,1,Y,25-10-2005,Yes
EMP1597,32,Female,Married,Operations,Operations Analyst,Human Resources,4,Travel_Frequently,68915,69,1499,11348,11,1,4,4,1,2,4,4,2,26,12,2,5,29,3,7,Yes,26,80,1,Y,12-01-1997,No
EMP1598,33,Female,Divorced,Finance,Finance Manager,Other,3,Non-Travel,124543,74,1353,17498,15,3,2,1,3,3,4,2,1,31,12,1,1,4,6,6,No,7,80,1,Y,16-08-1992,No
EMP1599,42,Female,Single,Finance,Accountant,Technical Degree,3,Travel_Rarely,123500,88,1003,24773,15,1,2,4,3,4,3,2,3,13,17,7,6,0,5,2,No,13,80,1,Y,17-03-2010,No
EMP1600,32,Male,Single,Marketing,Brand Manager,Life Sciences,2,Non-Travel,126266,143,588,9882,15,3,5,1,3,2,2,2,4,17,6,3,8,9,1,6,No,16,80,1,Y,02-09-2006,No
EMP1601,49,Male,Single,Marketing,Marketing Manager,Life Sciences,1,Non-Travel,41739,117,775,7289,18,2,5,2,4,3,1,2,3,27,15,1,11,12,1,9,No,13,80,1,Y,12-10-1996,No
EMP1602,26,Male,Single,IT,IT Manager,Other,5,Travel_Frequently,143041,104,1486,15910,19,3,1,1,4,3,2,4,2,28,15,10,10,26,0,7,Yes,27,80,1,Y,03-12-1995,Yes
EMP1603,38,Female,Single,IT,System Admin,Life Sciences,2,Non-Travel,68019,134,831,9798,13,1,4,3,1,3,3,2,2,15,5,8,9,7,0,4,No,12,80,1,Y,29-07-2008,No
EMP1604,41,Female,Single,Human Resources,HR Executive,Medical,4,Travel_Rarely,22373,84,913,5408,19,1,3,1,3,3,4,2,2,34,5,11,2,27,0,4,Yes,17,80,1,Y,02-03-1989,No
EMP1605,33,Male,Married,Sales,Sales Director,Life Sciences,3,Travel_Rarely,35187,93,1269,19545,23,1,3,1,3,3,2,2,4,30,3,7,11,1,0,0,No,21,80,1,Y,19-07-1993,No
EMP1606,27,Male,Single,Marketing,Content Writer,Human Resources,4,Non-Travel,82863,94,1391,19643,21,0,4,2,4,1,3,2,1,3,2,4,3,11,4,7,Yes,11,80,1,Y,31-03-2020,No
EMP1607,38,Female,Divorced,Finance,CFO,Human Resources,2,Non-Travel,112927,83,821,15959,18,0,1,2,4,4,4,2,2,16,0,7,9,26,5,5,No,22,80,1,Y,23-05-2007,No
EMP1608,40,Female,Single,Research & Development,R&D Manager,Technical Degree,2,Travel_Frequently,99085,125,245,6090,13,1,5,3,3,4,1,3,1,25,2,4,1,12,3,5,No,26,80,1,Y,13-12-1998,No
EMP1609,47,Male,Married,Finance,CFO,Medical,5,Travel_Frequently,132996,69,923,13033,12,1,5,1,3,1,2,3,2,3,8,12,11,21,1,4,Yes,7,80,1,Y,27-10-2020,Yes
EMP1610,53,Female,Single,Sales,Sales Executive,Human Resources,3,Travel_Rarely,54220,82,739,17362,14,2,5,1,2,1,1,2,4,29,13,6,10,39,4,4,No,13,80,1,Y,25-12-1994,Yes
EMP1611,27,Male,Divorced,IT,Software Engineer,Other,2,Travel_Frequently,145503,73,286,24074,23,0,3,1,4,3,1,2,3,29,12,4,13,14,0,2,No,10,80,1,Y,12-05-1994,No
EMP1612,57,Male,Divorced,Finance,Finance Analyst,Marketing,4,Non-Travel,22642,92,1002,15783,22,0,3,2,1,2,3,4,3,21,15,12,14,30,2,2,Yes,10,80,1,Y,26-01-2002,No
EMP1613,59,Female,Married,Human Resources,Recruiter,Marketing,5,Travel_Rarely,94971,31,464,13394,12,0,1,3,1,4,3,2,4,10,7,4,13,6,2,1,Yes,13,80,1,Y,09-12-2013,No
EMP1614,32,Female,Married,Sales,Sales Manager,Marketing,4,Travel_Frequently,70556,108,1245,4981,14,3,3,1,3,2,4,1,1,1,15,12,11,38,3,8,Yes,23,80,1,Y,08-11-2022,No
EMP1615,54,Female,Married,IT,Software Engineer,Other,3,Travel_Rarely,53192,50,902,10065,15,1,2,1,4,4,1,3,2,11,8,3,1,34,1,7,Yes,19,80,1,Y,21-06-2012,No
EMP1616,45,Male,Married,Research & Development,Research Scientist,Life Sciences,5,Non-Travel,45782,117,431,5554,12,2,3,1,1,3,3,2,3,29,8,12,1,6,6,2,No,23,80,1,Y,12-12-1994,No
EMP1617,44,Female,Single,IT,IT Manager,Other,5,Travel_Frequently,19782,79,385,14579,22,2,5,1,4,2,3,3,4,17,2,13,0,11,1,4,No,17,80,1,Y,22-11-2006,No
EMP1618,36,Female,Single,Operations,Supply Chain Manager,Life Sciences,5,Non-Travel,75030,110,525,20773,18,1,1,3,3,4,1,2,1,25,6,13,14,13,3,9,Yes,27,80,1,Y,03-06-1998,No
EMP1619,48,Male,Divorced,Human Resources,HR Manager,Marketing,1,Non-Travel,71411,140,1406,10158,11,1,4,3,3,4,4,1,3,6,17,4,9,33,6,4,No,20,80,1,Y,16-06-2017,No
EMP1620,32,Male,Married,Sales,Sales Director,Technical Degree,5,Travel_Rarely,112469,81,596,3014,13,2,4,3,3,3,1,2,4,0,1,6,0,38,0,7,No,7,80,1,Y,02-10-2023,No
EMP1621,38,Female,Married,Research & Development,R&D Manager,Technical Degree,4,Travel_Rarely,61950,145,1425,24113,17,3,1,2,4,2,4,3,2,25,0,2,0,8,0,5,Yes,23,80,1,Y,12-01-1998,No
EMP1622,35,Male,Single,Human Resources,HR Manager,Life Sciences,4,Travel_Rarely,148595,38,1288,15527,20,2,2,1,1,3,4,3,4,22,11,3,0,32,5,6,Yes,4,80,1,Y,07-03-2001,No
EMP1623,48,Male,Married,IT,Software Engineer,Marketing,3,Travel_Frequently,65539,128,1155,14872,11,3,4,1,2,2,3,3,1,25,15,7,10,11,1,4,No,17,80,1,Y,10-03-1998,No
EMP1624,39,Male,Divorced,Human Resources,HR Director,Other,2,Travel_Frequently,37936,49,754,16201,23,3,5,1,1,2,1,4,3,5,11,5,11,33,1,0,No,24,80,1,Y,14-02-2018,No
EMP1625,49,Female,Divorced,Sales,Sales Manager,Technical Degree,2,Travel_Rarely,65182,112,932,12218,21,0,4,1,4,4,1,3,2,5,9,7,14,26,1,7,Yes,4,80,1,Y,14-01-2018,Yes
EMP1626,25,Female,Married,Marketing,Marketing Executive,Life Sciences,1,Travel_Frequently,126259,47,1240,5713,12,1,4,4,1,1,3,2,1,7,8,10,13,21,6,3,Yes,18,80,1,Y,10-01-2016,Yes
EMP1627,28,Male,Divorced,Human Resources,HR Director,Other,5,Travel_Frequently,110042,113,996,19876,13,0,5,3,2,2,2,1,4,23,17,1,0,17,0,4,Yes,20,80,1,Y,23-05-2000,No
EMP1628,56,Male,Divorced,Operations,Logistics Executive,Marketing,1,Travel_Rarely,28163,59,1406,9585,24,3,3,4,1,2,2,1,3,21,3,12,0,17,2,0,No,8,80,1,Y,25-02-2002,No
EMP1629,30,Male,Single,Human Resources,HR Executive,Medical,3,Non-Travel,37419,133,590,6122,24,2,2,4,2,3,1,2,3,18,7,8,5,36,3,2,Yes,8,80,1,Y,07-07-2005,No
EMP1630,29,Female,Divorced,IT,IT Manager,Marketing,3,Travel_Frequently,136211,94,243,11892,12,0,5,2,4,2,3,4,1,17,3,6,2,6,3,1,Yes,21,80,1,Y,30-07-2006,No
EMP1631,38,Male,Married,IT,Data Engineer,Marketing,2,Travel_Frequently,137762,53,1100,18838,12,2,5,2,3,2,4,2,2,30,15,14,13,3,4,1,No,16,80,1,Y,22-07-1993,No
EMP1632,38,Male,Married,Research & Development,Lab Technician,Other,3,Non-Travel,15834,117,681,19301,22,3,1,1,2,2,4,3,1,29,7,14,5,15,4,0,Yes,15,80,1,Y,29-09-1994,No
EMP1633,54,Female,Divorced,IT,System Admin,Other,5,Non-Travel,47214,76,1486,25107,21,2,2,4,4,2,1,4,3,32,6,12,7,21,2,5,Yes,18,80,1,Y,31-01-1991,No
EMP1634,53,Male,Married,Finance,Finance Analyst,Human Resources,4,Non-Travel,17413,112,1397,26589,16,0,3,4,3,2,3,2,3,9,12,4,14,35,1,7,Yes,23,80,1,Y,05-04-2014,No
EMP1635,29,Female,Single,Sales,Account Manager,Human Resources,3,Travel_Rarely,24505,123,765,24625,17,3,5,3,2,1,1,4,3,11,7,10,16,19,2,2,No,19,80,1,Y,24-11-2012,No
EMP1636,40,Female,Divorced,Sales,Account Manager,Other,1,Non-Travel,117802,119,419,6374,16,1,3,4,3,4,1,1,2,29,6,14,8,30,6,0,No,6,80,1,Y,15-05-1994,Yes
EMP1637,59,Female,Divorced,Marketing,Content Writer,Other,5,Travel_Rarely,148177,135,971,24443,21,0,5,2,1,2,3,2,3,26,4,14,15,32,6,9,Yes,9,80,1,Y,23-03-1997,No
EMP1638,24,Male,Divorced,Marketing,Brand Manager,Medical,3,Non-Travel,143303,73,1418,2489,16,0,5,4,4,3,1,2,3,8,17,6,0,12,4,1,No,29,80,1,Y,28-10-2015,No
EMP1639,26,Male,Married,Sales,Sales Executive,Medical,3,Non-Travel,129897,131,608,2984,19,1,1,2,4,3,4,1,1,20,9,1,15,19,5,2,Yes,16,80,1,Y,20-11-2003,No
EMP1640,34,Female,Married,Operations,Operations Manager,Marketing,5,Travel_Rarely,73408,58,670,19344,18,3,4,1,4,2,2,4,3,11,10,10,8,37,4,5,No,21,80,1,Y,12-01-2012,No
EMP1641,52,Male,Divorced,Marketing,Brand Manager,Technical Degree,3,Travel_Rarely,131908,106,1284,26434,24,1,2,2,4,2,4,1,4,28,7,3,16,21,3,2,No,9,80,1,Y,14-05-1995,No
EMP1642,37,Female,Married,Research & Development,Lab Technician,Medical,4,Non-Travel,94731,97,365,3782,18,0,1,1,2,2,2,4,1,32,5,6,5,38,6,8,Yes,20,80,1,Y,21-11-1991,No
EMP1643,53,Male,Married,IT,Data Engineer,Marketing,2,Non-Travel,80131,138,871,16959,16,3,3,3,1,1,3,2,3,14,10,1,13,22,2,0,Yes,25,80,1,Y,16-05-2009,Yes
EMP1644,43,Female,Divorced,Sales,Sales Manager,Life Sciences,5,Non-Travel,79280,46,1374,16542,15,2,5,1,3,4,1,4,1,1,15,7,13,32,0,6,No,17,80,1,Y,27-07-2022,No
EMP1645,50,Female,Divorced,Marketing,Brand Manager,Human Resources,1,Travel_Frequently,30762,126,310,7983,19,0,5,4,4,3,2,4,1,17,3,13,6,29,4,9,No,4,80,1,Y,20-01-2006,No
EMP1646,43,Male,Married,Sales,Sales Manager,Technical Degree,3,Non-Travel,132798,34,748,3869,22,2,2,2,4,1,3,3,4,2,1,9,9,13,3,7,No,15,80,1,Y,06-02-2021,No
EMP1647,24,Male,Divorced,Finance,Finance Manager,Marketing,2,Travel_Rarely,131854,121,1226,13496,12,1,1,1,2,1,3,3,1,6,12,9,15,35,1,8,No,11,80,1,Y,04-01-2017,Yes
EMP1648,31,Male,Divorced,Human Resources,HR Director,Other,1,Travel_Frequently,73703,117,1236,21028,17,3,1,1,2,2,3,3,1,17,6,10,6,7,2,7,Yes,14,80,1,Y,12-05-2006,No
EMP1649,42,Male,Divorced,IT,Data Engineer,Life Sciences,1,Travel_Rarely,78079,110,1385,8838,16,1,3,1,2,4,4,1,2,32,16,4,5,21,4,4,No,17,80,1,Y,14-05-1991,No
EMP1650,37,Female,Divorced,Sales,Sales Manager,Human Resources,4,Travel_Frequently,36577,79,543,15550,17,2,1,1,1,2,4,1,3,30,12,12,5,3,0,0,Yes,28,80,1,Y,12-09-1993,No
EMP1651,33,Female,Married,Human Resources,HR Executive,Life Sciences,2,Travel_Frequently,16214,132,531,22729,22,0,1,1,3,3,2,3,2,10,9,4,6,34,4,0,Yes,13,80,1,Y,11-09-2013,No
EMP1652,23,Male,Divorced,Marketing,Marketing Manager,Marketing,5,Travel_Rarely,101339,141,463,7702,14,3,4,1,1,4,2,2,3,3,12,7,16,7,0,7,No,9,80,1,Y,20-10-2020,No
EMP1653,45,Male,Single,Human Resources,HR Manager,Medical,2,Travel_Frequently,63114,69,282,15027,19,1,2,2,4,2,4,2,1,17,9,12,7,33,2,6,No,24,80,1,Y,24-02-2006,No
EMP1654,56,Female,Divorced,IT,Software Engineer,Human Resources,2,Travel_Rarely,78230,137,976,13860,17,2,1,4,2,3,2,2,3,3,6,12,1,21,5,4,No,16,80,1,Y,22-08-2020,No
EMP1655,51,Male,Single,Sales,Account Manager,Life Sciences,1,Non-Travel,82194,75,1123,26459,12,2,3,4,4,1,2,1,1,33,9,11,6,24,0,9,Yes,8,80,1,Y,07-07-1990,No
EMP1656,51,Male,Divorced,Finance,Finance Analyst,Medical,4,Travel_Frequently,127333,80,533,26014,23,0,5,1,3,3,1,4,3,28,15,0,11,24,0,2,Yes,14,80,1,Y,22-06-1995,No
EMP1657,56,Male,Single,Operations,Logistics Executive,Technical Degree,4,Travel_Rarely,52792,40,1442,24286,14,2,1,2,3,3,2,1,1,23,2,5,2,39,3,8,No,15,80,1,Y,05-10-2000,No
EMP1658,40,Male,Single,Marketing,Brand Manager,Marketing,2,Travel_Frequently,60807,41,857,8032,15,3,1,1,1,3,3,3,3,21,3,1,3,39,5,3,No,7,80,1,Y,13-01-2002,Yes
EMP1659,29,Female,Divorced,Sales,Sales Director,Marketing,2,Travel_Rarely,140266,42,653,3825,12,2,5,3,1,4,1,4,3,1,3,0,10,16,2,5,No,25,80,1,Y,26-01-2022,No
EMP1660,47,Female,Divorced,IT,IT Manager,Human Resources,3,Non-Travel,119292,93,872,13554,20,0,4,4,2,1,2,2,3,5,3,11,11,15,4,3,Yes,27,80,1,Y,17-07-2018,No
EMP1661,28,Male,Divorced,Marketing,Marketing Manager,Life Sciences,1,Non-Travel,137984,37,940,21494,18,1,2,1,2,4,1,1,1,24,15,14,10,38,5,8,Yes,11,80,1,Y,25-07-1999,No
EMP1662,51,Female,Single,Research & Development,R&D Manager,Technical Degree,5,Travel_Frequently,28777,94,1312,17333,11,3,4,2,4,1,3,1,3,20,8,14,12,14,1,3,No,29,80,1,Y,19-05-2003,Yes
EMP1663,28,Male,Married,Human Resources,HR Executive,Other,5,Travel_Frequently,53346,38,532,14470,13,1,3,4,2,2,2,3,1,15,5,12,0,16,2,7,Yes,3,80,1,Y,30-04-2008,No
EMP1664,24,Male,Married,Operations,Supply Chain Manager,Human Resources,4,Travel_Rarely,69703,121,509,5770,24,1,1,2,2,2,1,2,2,30,9,6,5,34,5,2,Yes,7,80,1,Y,24-12-1993,Yes
EMP1665,22,Male,Divorced,IT,Data Engineer,Other,1,Travel_Rarely,109977,31,926,2029,11,2,4,3,4,3,2,1,3,13,3,11,15,32,2,7,Yes,22,80,1,Y,02-12-2010,No
EMP1666,57,Female,Married,Research & Development,Lab Technician,Human Resources,4,Travel_Frequently,62819,107,553,10958,15,2,2,1,3,3,1,1,4,27,11,13,1,39,1,2,Yes,5,80,1,Y,09-05-1996,No
EMP1667,46,Female,Married,Sales,Sales Executive,Life Sciences,5,Travel_Rarely,149917,42,1023,17502,18,0,3,3,2,4,1,4,4,31,9,13,13,38,4,4,No,9,80,1,Y,12-11-1992,No
EMP1668,58,Female,Divorced,Finance,Finance Manager,Technical Degree,2,Travel_Rarely,125186,141,1323,10806,17,2,4,4,2,1,3,1,1,27,11,3,16,17,6,0,No,20,80,1,Y,12-07-1996,No
EMP1669,22,Female,Single,Marketing,Brand Manager,Life Sciences,1,Travel_Rarely,38290,31,344,11196,19,2,1,1,4,1,3,4,4,8,0,14,14,29,3,5,No,19,80,1,Y,03-05-2015,No
EMP1670,36,Female,Divorced,Human Resources,HR Executive,Marketing,1,Travel_Frequently,127551,97,1233,4121,12,1,2,4,4,1,2,1,1,21,3,0,1,22,5,1,Yes,13,80,1,Y,15-05-2002,No
EMP1671,58,Male,Married,Marketing,Brand Manager,Other,3,Non-Travel,113682,105,1267,5009,22,3,1,1,4,3,4,2,1,31,12,9,3,36,4,2,No,27,80,1,Y,13-10-1992,No
